1415, 17:7:24, 8, 42.325096, -104.664880, 18607.28, 52156.50, 27.06, 21.50, -0.50, 29, 23, 20, 6
1432, 17:7:41, 8, 42.324886, -104.662360, 18897.97, 51746.75, 27.00, 21.50, -1.50, 20, 19, 27, 2
1449, 17:7:58, 9, 42.324604, -104.660100, 19208.33, 51313.50, 27.00, 21.00, -2.38, 21, 27, 27, 5
1466, 17:8:15, 9, 42.324482, -104.657720, 19522.97, 50787.00, 26.94, 21.00, -3.19, 28, 24, 23, 6
1483, 17:8:32, 9, 42.324345, -104.655250, 19716.54, 50240.75, 26.94, 20.50, -3.50, 24, 15, 18, 4
1500, 17:8:49, 9, 42.324310, -104.652510, 19936.68, 49757.75, 26.94, 20.50, -4.00, 16, 26, 25, 4
1517, 17:9:6, 9, 42.324551, -104.649870, 20215.22, 49284.50, 26.88, 20.00, -4.81, 20, 22, 24, 4
1534, 17:9:23, 9, 42.324783, -104.647360, 20468.18, 48821.25, 26.88, 20.00, -5.19, 29, 22, 19, 2
1551, 17:9:40, 9, 42.325115, -104.644440, 20734.25, 48323.25, 26.81, 19.50, -5.75, 26, 27, 26, 6
1568, 17:9:57, 9, 42.325348, -104.641650, 21032.15, 47846.50, 26.81, 19.50, -6.50, 24, 25, 21, 5
1585, 17:10:14, 9, 42.325722, -104.638930, 21312.34, 47348.75, 26.75, 19.50, -7.00, 34, 35, 34, 8
1602, 17:10:31, 9, 42.325722, -104.636410, 21529.20, 46817.75, 26.69, 19.00, -7.44, 28, 37, 30, 6
1619, 17:10:48, 9, 42.326168, -104.634060, 21706.37, 46339.00, 26.69, 19.00, -7.63, 20, 21, 37, 4
1636, 17:11:5, 9, 42.326569, -104.631760, 21893.04, 45932.25, 26.63, 18.50, -7.75, 30, 35, 36, 5
1653, 17:11:22, 9, 42.326935, -104.629490, 22133.86, 45540.50, 26.56, 18.50, -8.13, 24, 29, 28, 4
1670, 17:11:39, 9, 42.327545, -104.626910, 22398.29, 45126.25, 26.56, 18.00, -8.81, 42, 34, 34, 8
1687, 17:11:56, 9, 42.328175, -104.624340, 22567.26, 44714.50, 26.50, 17.50, -9.06, 25, 40, 27, 11
1704, 17:12:13, 9, 42.328819, -104.621570, 22745.41, 44311.75, 26.44, 17.50, -9.25, 32, 36, 38, 12
1721, 17:12:30, 9, 42.329449, -104.619150, 22916.67, 43967.00, 26.44, 17.50, -9.50, 29, 31, 36, 6
1738, 17:12:47, 9, 42.329903, -104.616890, 23116.80, 43614.25, 26.38, 17.00, -9.69, 34, 26, 36, 8
1755, 17:13:4, 9, 42.330490, -104.614230, 23299.54, 43279.00, 26.31, 16.50, -9.94, 25, 36, 35, 6
1772, 17:13:21, 9, 42.330933, -104.611790, 23509.19, 42957.75, 26.25, 16.50, -10.25, 45, 28, 37, 12
1789, 17:13:38, 9, 42.331871, -104.609410, 23743.77, 42616.25, 26.19, 16.50, -10.69, 35, 30, 40, 6
1806, 17:13:55, 8, 42.333019, -104.606720, 23944.88, 42270.25, 26.19, 16.00, -11.06, 49, 38, 39, 11
1823, 17:14:12, 9, 42.333851, -104.604060, 24137.47, 41920.25, 26.06, 15.50, -11.56, 49, 41, 50, 12
1840, 17:14:29, 9, 42.334602, -104.601740, 24370.41, 41566.25, 26.00, 15.50, -12.19, 34, 37, 49, 8
1857, 17:14:46, 9, 42.334969, -104.598770, 24630.25, 41216.00, 26.00, 15.50, -12.81, 46, 44, 36, 10
1874, 17:15:3, 9, 42.335373, -104.595840, 24800.85, 40847.50, 25.94, 15.00, -13.00, 48, 50, 37, 15
1891, 17:15:20, 9, 42.335934, -104.593010, 24958.01, 40487.75, 25.88, 15.00, -13.38, 49, 35, 41, 11
1908, 17:15:37, 9, 42.336197, -104.590310, 25099.41, 40155.50, 25.81, 14.50, -13.56, 36, 39, 44, 11
1925, 17:15:54, 9, 42.336590, -104.587580, 25254.27, 39872.50, 25.75, 14.50, -13.88, 42, 36, 37, 7
1942, 17:16:11, 9, 42.336891, -104.584700, 25418.96, 39589.25, 25.69, 14.00, -13.94, 37, 43, 43, 8
1959, 17:16:28, 9, 42.337204, -104.582040, 25555.78, 39316.50, 25.56, 14.00, -14.38, 48, 40, 55, 11
1976, 17:16:45, 9, 42.337574, -104.579090, 25744.10, 39048.50, 25.50, 13.50, -14.94, 57, 37, 50, 8
1993, 17:17:2, 9, 42.337811, -104.576170, 26010.83, 38784.75, 25.44, 13.50, -15.69, 44, 46, 53, 9
2010, 17:17:19, 9, 42.338196, -104.573260, 26166.67, 38486.25, 25.38, 13.00, -15.81, 45, 48, 59, 7
2027, 17:17:36, 9, 42.338741, -104.570390, 26315.62, 38181.50, 25.31, 12.50, -16.13, 46, 49, 53, 8
2044, 17:17:53, 9, 42.339287, -104.567260, 26461.94, 37902.25, 25.25, 12.50, -16.38, 44, 47, 35, 5
2061, 17:18:10, 8, 42.339935, -104.564230, 26626.97, 37620.25, 25.19, 12.50, -16.69, 62, 53, 57, 12
2077, 17:18:27, 9, 42.340485, -104.561140, 26788.38, 37377.25, 25.13, 12.00, -17.06, 60, 50, 47, 13
2094, 17:18:44, 9, 42.341122, -104.558110, 26968.51, 37131.75, 25.06, 11.50, -17.50, 58, 56, 56, 8
2111, 17:19:1, 9, 42.341793, -104.555000, 27142.39, 36893.00, 25.00, 11.50, -17.88, 67, 67, 51, 12
2128, 17:19:18, 9, 42.342419, -104.552000, 27302.82, 36624.25, 24.88, 11.00, -18.25, 55, 55, 50, 5
2145, 17:19:35, 9, 42.342941, -104.548900, 27484.91, 36377.00, 24.81, 11.00, -18.63, 54, 51, 50, 9
2162, 17:19:52, 8, 42.343594, -104.545910, 27639.77, 36113.50, 24.75, 10.50, -18.81, 46, 52, 52, 9
2179, 17:20:9, 9, 42.344082, -104.542790, 27832.02, 35842.00, 24.63, 10.50, -19.38, 48, 72, 69, 14
2196, 17:20:26, 9, 42.344666, -104.539790, 28041.34, 35589.50, 24.56, 10.00, -19.75, 51, 61, 59, 10
2213, 17:20:43, 9, 42.345280, -104.536810, 28236.22, 35329.50, 24.50, 10.00, -20.13, 57, 67, 61, 11
2230, 17:21:0, 9, 42.345783, -104.533800, 28521.98, 35045.25, 24.38, 10.00, -21.19, 62, 56, 67, 14
2247, 17:21:17, 9, 42.346191, -104.530650, 28812.34, 34744.50, 24.31, 9.50, -22.06, 68, 100, 67, 12
2264, 17:21:34, 9, 42.346573, -104.528090, 29100.06, 34401.50, 24.19, 9.50, -22.75, 67, 64, 61, 13
2281, 17:21:51, 8, 42.346653, -104.525190, 29354.00, 34042.25, 24.13, 9.00, -23.25, 57, 64, 57, 7
2298, 17:22:8, 8, 42.346878, -104.521970, 29533.14, 33670.00, 24.06, 8.50, -23.88, 60, 70, 60, 9
2315, 17:22:25, 8, 42.347393, -104.519040, 29758.86, 33329.00, 23.94, 8.50, -24.44, 78, 79, 70, 17
2332, 17:22:42, 8, 42.347630, -104.515750, 29983.27, 33011.75, 23.88, 8.00, -25.00, 60, 75, 70, 11
2349, 17:22:59, 8, 42.347622, -104.512210, 30190.62, 32683.25, 23.75, 8.00, -25.31, 87, 77, 66, 18
2366, 17:23:16, 8, 42.347767, -104.508750, 30355.31, 32377.75, 23.69, 7.50, -25.69, 67, 66, 81, 10
2383, 17:23:33, 8, 42.347977, -104.505260, 30523.95, 32079.50, 23.56, 7.50, -26.06, 75, 64, 78, 16
2400, 17:23:50, 8, 42.348225, -104.501790, 30701.45, 31815.75, 23.50, 7.00, -26.38, 75, 87, 78, 16
2417, 17:24:7, 8, 42.348587, -104.498190, 30884.19, 31532.75, 23.38, 7.00, -26.88, 78, 84, 87, 15
2434, 17:24:24, 8, 42.348930, -104.494390, 31066.60, 31283.75, 23.31, 6.50, -27.19, 89, 72, 76, 13
2451, 17:24:41, 8, 42.349239, -104.490320, 31231.96, 31042.25, 23.19, 6.00, -27.44, 85, 76, 69, 11
2468, 17:24:58, 8, 42.349503, -104.486380, 31367.46, 30801.50, 23.06, 6.00, -28.00, 78, 92, 75, 21
2485, 17:25:15, 8, 42.349800, -104.482330, 31498.69, 30566.00, 23.00, 5.50, -28.31, 97, 76, 79, 19
2502, 17:25:32, 8, 42.350155, -104.478380, 31641.40, 30361.00, 22.88, 5.50, -28.81, 81, 81, 84, 21
2519, 17:25:49, 8, 42.350464, -104.474460, 31797.90, 30142.50, 22.81, 5.00, -29.25, 88, 86, 97, 21
2536, 17:26:6, 8, 42.350700, -104.470550, 31921.92, 29953.25, 22.69, 4.50, -29.69, 55, 80, 132, 21
2553, 17:26:23, 8, 42.351185, -104.466630, 32070.21, 29762.25, 22.56, 4.50, -30.06, 68, 66, 107, 10
2570, 17:26:40, 8, 42.351536, -104.462750, 32280.51, 29573.00, 22.44, 4.00, -30.69, 77, 93, 165, 13
2587, 17:26:57, 8, 42.352085, -104.458560, 32577.10, 29378.75, 22.38, 4.00, -31.44, 74, 71, 95, 17
2604, 17:27:14, 8, 42.352493, -104.454690, 32745.41, 29139.00, 22.25, 3.50, -31.88, 95, 79, 90, 20
2621, 17:27:31, 8, 42.352901, -104.451100, 32873.03, 28876.75, 22.13, 3.50, -32.31, 89, 91, 99, 18
2638, 17:27:48, 8, 42.353462, -104.447400, 33006.23, 28643.00, 22.00, 3.00, -32.38, 94, 113, 85, 17
2655, 17:28:5, 8, 42.353806, -104.443660, 33162.07, 28432.75, 21.94, 2.50, -32.56, 81, 104, 104, 19
2672, 17:28:22, 8, 42.354218, -104.439760, 33283.79, 28231.75, 21.81, 2.50, -32.81, 87, 83, 118, 17
2689, 17:28:39, 8, 42.354641, -104.435920, 33414.70, 28038.75, 21.69, 2.00, -33.06, 105, 101, 110, 17
2706, 17:28:56, 8, 42.355141, -104.432140, 33552.82, 27834.50, 21.56, 2.00, -33.31, 96, 95, 97, 19
2723, 17:29:13, 8, 42.355621, -104.428310, 33674.87, 27673.00, 21.44, 1.50, -33.69, 106, 110, 120, 30
2740, 17:29:30, 8, 42.356213, -104.424670, 33856.95, 27505.00, 21.31, 1.00, -34.13, 80, 103, 97, 19
2757, 17:29:47, 8, 42.356705, -104.420970, 34013.78, 27302.25, 21.25, 1.00, -34.38, 95, 101, 98, 22
2774, 17:30:4, 8, 42.357189, -104.417210, 34185.70, 27130.50, 21.13, 0.50, -34.69, 99, 111, 95, 18
2791, 17:30:21, 8, 42.357376, -104.413440, 34385.17, 26948.50, 21.00, 0.50, -35.19, 119, 108, 110, 25
2808, 17:30:38, 8, 42.357780, -104.409750, 34578.74, 26753.75, 20.88, 0.00, -35.56, 99, 102, 87, 21
2825, 17:30:55, 8, 42.358456, -104.406120, 34777.56, 26535.00, 20.75, 0.00, -36.00, 93, 100, 103, 19
2842, 17:31:12, 8, 42.359188, -104.402320, 34943.24, 26344.25, 20.63, -0.50, -36.38, 94, 110, 90, 21
2859, 17:31:29, 8, 42.359772, -104.398520, 35100.39, 26133.00, 20.50, -1.00, -36.81, 112, 97, 91, 20
2876, 17:31:46, 7, 42.360382, -104.394460, 35298.23, 25924.75, 20.38, -1.00, -37.25, 106, 109, 111, 20
2893, 17:32:3, 7, 42.360966, -104.390550, 35490.82, 25718.00, 20.25, -1.50, -37.63, 109, 103, 104, 22
2910, 17:32:20, 8, 42.361374, -104.386570, 35717.52, 25514.75, 20.13, -1.50, -38.00, 114, 124, 112, 25
2927, 17:32:37, 8, 42.362125, -104.382380, 35945.54, 25294.00, 20.00, -2.00, -38.56, 110, 122, 134, 21
2944, 17:32:54, 8, 42.362736, -104.378570, 36166.01, 25046.75, 19.88, -2.00, -38.94, 116, 125, 97, 20
2961, 17:33:11, 8, 42.363441, -104.374370, 36366.80, 24835.75, 19.75, -2.50, -39.31, 108, 126, 104, 20
2978, 17:33:28, 8, 42.364498, -104.370210, 36581.04, 24600.25, 19.63, -2.50, -39.63, 116, 123, 141, 28
2995, 17:33:45, 8, 42.365574, -104.365910, 36776.57, 24371.25, 19.50, -3.00, -39.88, 114, 140, 145, 25
3012, 17:34:2, 8, 42.366653, -104.361850, 36961.29, 24155.00, 19.38, -3.50, -40.13, 118, 116, 142, 21
3029, 17:34:19, 8, 42.367672, -104.357690, 37132.88, 23925.50, 19.19, -3.50, -40.38, 121, 127, 127, 22
3046, 17:34:36, 8, 42.368828, -104.353450, 37330.38, 23706.50, 19.13, -4.00, -40.94, 99, 105, 127, 20
3063, 17:34:53, 8, 42.369953, -104.349240, 37510.17, 23504.00, 19.00, -4.00, -41.44, 114, 123, 109, 25
3080, 17:35:10, 8, 42.371323, -104.345110, 37687.99, 23292.25, 18.81, -4.50, -41.94, 110, 116, 141, 20
3097, 17:35:27, 8, 42.372696, -104.341280, 37851.05, 23085.75, 18.69, -4.50, -42.38, 157, 141, 138, 22
3114, 17:35:44, 8, 42.374035, -104.337660, 38048.23, 22885.25, 18.56, -5.00, -42.69, 142, 113, 119, 23
3131, 17:36:1, 8, 42.375572, -104.333720, 38229.99, 22685.75, 18.44, -5.50, -43.06, 133, 136, 151, 27
3148, 17:36:18, 8, 42.377003, -104.329750, 38413.06, 22511.25, 18.31, -5.50, -43.44, 125, 160, 133, 29
3165, 17:36:35, 8, 42.378548, -104.325770, 38587.93, 22322.25, 18.19, -6.00, -43.94, 121, 127, 105, 17
3182, 17:36:52, 8, 42.379940, -104.321280, 38742.13, 22124.50, 18.06, -6.00, -44.31, 125, 143, 144, 28
3199, 17:37:9, 8, 42.381058, -104.316730, 38920.27, 21955.00, 17.94, -6.50, -44.56, 134, 133, 128, 19
3216, 17:37:26, 8, 42.382145, -104.311900, 39065.62, 21781.00, 17.81, -6.50, -44.81, 134, 143, 157, 32
3233, 17:37:43, 8, 42.383083, -104.307060, 39233.93, 21608.50, 17.69, -7.00, -45.00, 148, 126, 125, 25
3250, 17:38:0, 8, 42.384045, -104.302250, 39409.78, 21455.00, 17.56, -7.00, -45.44, 154, 122, 148, 19
3267, 17:38:17, 8, 42.385029, -104.297650, 39641.08, 21279.75, 17.44, -7.50, -45.94, 144, 138, 123, 17
3284, 17:38:34, 8, 42.385983, -104.292670, 39826.77, 21077.50, 17.31, -7.50, -46.31, 136, 161, 105, 23
3301, 17:38:51, 8, 42.386845, -104.287410, 39983.93, 20909.25, 17.19, -8.00, -46.44, 147, 151, 156, 35
3318, 17:39:8, 8, 42.387619, -104.281650, 40150.26, 20730.00, 17.00, -8.00, -46.44, 141, 161, 128, 25
3335, 17:39:25, 8, 42.388435, -104.276050, 40307.09, 20567.25, 16.94, -8.50, -46.50, 137, 168, 179, 32
3352, 17:39:42, 8, 42.389114, -104.270220, 40469.49, 20402.50, 16.75, -8.50, -46.63, 165, 161, 137, 28
3369, 17:39:59, 8, 42.389812, -104.264480, 40645.67, 20225.25, 16.63, -9.00, -46.88, 138, 150, 139, 21
3386, 17:40:16, 8, 42.390594, -104.258720, 40810.37, 20080.75, 16.50, -9.00, -47.00, 146, 176, 162, 29
3403, 17:40:33, 8, 42.391338, -104.253050, 40978.68, 19918.75, 16.38, -9.50, -47.44, 141, 168, 173, 28
3420, 17:40:50, 8, 42.392193, -104.247460, 41175.52, 19757.50, 16.25, -9.50, -47.56, 160, 154, 158, 25
3437, 17:41:7, 8, 42.392864, -104.242000, 41353.02, 19593.00, 16.13, -10.00, -47.69, 176, 171, 177, 33
3454, 17:41:24, 8, 42.393696, -104.236400, 41535.11, 19440.00, 16.00, -10.50, -47.94, 157, 159, 137, 26
3471, 17:41:41, 8, 42.394653, -104.230960, 41710.30, 19265.75, 15.88, -10.50, -48.13, 144, 155, 179, 25
3488, 17:41:58, 8, 42.395733, -104.225530, 41879.59, 19111.50, 15.75, -10.50, -48.25, 162, 172, 147, 29
3505, 17:42:15, 8, 42.396900, -104.220020, 42041.34, 18952.75, 15.63, -11.00, -48.44, 151, 134, 150, 20
3522, 17:42:32, 8, 42.398109, -104.214710, 42198.16, 18800.75, 15.50, -11.00, -48.75, 159, 163, 161, 22
3539, 17:42:49, 8, 42.399368, -104.209150, 42345.48, 18652.50, 15.38, -11.50, -48.94, 182, 166, 172, 31
3556, 17:43:6, 8, 42.400696, -104.203370, 42484.58, 18523.75, 15.25, -11.50, -49.00, 181, 165, 164, 31
3573, 17:43:23, 8, 42.401928, -104.197230, 42610.57, 18402.75, 15.13, -12.00, -49.06, 166, 145, 175, 29
3590, 17:43:40, 8, 42.403053, -104.191180, 42737.20, 18251.75, 15.00, -12.00, -49.06, 189, 148, 162, 36
3607, 17:43:57, 8, 42.404186, -104.185020, 42903.55, 18126.50, 14.88, -12.50, -49.06, 215, 159, 182, 30
3624, 17:44:14, 6, 42.405426, -104.178810, 43046.59, 17992.25, 14.75, -12.50, -49.06, 179, 198, 172, 37
3641, 17:44:31, 7, 42.406773, -104.172620, 43206.36, 17868.25, 14.63, -12.50, -49.19, 190, 164, 193, 34
3658, 17:44:48, 7, 42.408310, -104.166460, 43378.28, 17741.50, 14.50, -13.00, -49.38, 200, 186, 184, 34
3675, 17:45:5, 7, 42.409843, -104.160460, 43553.15, 17610.00, 14.38, -13.00, -49.50, 197, 165, 141, 35
3692, 17:45:22, 7, 42.411312, -104.154470, 43715.55, 17471.25, 14.25, -13.50, -49.56, 176, 161, 164, 32
3709, 17:45:39, 8, 42.412788, -104.148350, 43891.41, 17344.75, 14.13, -13.50, -49.81, 179, 174, 166, 23
